"Var1","Var2","Freq"
"Locust beans (carobs)","milk_animals",0
"Lupins","milk_animals",0
"Maize (corn)","milk_animals",0
"Mangoes, guavas and mangosteens","milk_animals",0
"Margarine and shortening","milk_animals",0
"Maté leaves","milk_animals",0
"Meat of asses, fresh or chilled","milk_animals",0
"Meat of buffalo, fresh or chilled","milk_animals",0
"Meat of camels, fresh or chilled","milk_animals",0
"Meat of cattle with the bone, fresh or chilled","milk_animals",0
"Meat of chickens, fresh or chilled","milk_animals",0
"Meat of ducks, fresh or chilled","milk_animals",0
"Meat of geese, fresh or chilled","milk_animals",0
"Meat of goat, fresh or chilled","milk_animals",0
"Meat of mules, fresh or chilled","milk_animals",0
"Meat of other domestic camelids, fresh or chilled","milk_animals",0
"Meat of other domestic rodents, fresh or chilled","milk_animals",0
"Meat of pig with the bone, fresh or chilled","milk_animals",0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","milk_animals",0
"Meat of rabbits and hares, fresh or chilled","milk_animals",0
"Meat of sheep, fresh or chilled","milk_animals",0
"Meat of turkeys, fresh or chilled","milk_animals",0
"Meat, Poultry","milk_animals",0
"Meat, Total","milk_animals",0
"Melonseed","milk_animals",0
"Milk, Total","milk_animals",12740
"Millet","milk_animals",0
"Mixed grain","milk_animals",0
"Molasses","milk_animals",0
"Mules and hinnies","milk_animals",0
"Mushrooms and truffles","milk_animals",0
"Mustard seed","milk_animals",0
"Natural honey","milk_animals",0
"Natural rubber in primary forms","milk_animals",0
"Nutmeg, mace, cardamoms, raw","milk_animals",0
"Oats","milk_animals",0
"Oil of linseed","milk_animals",0
"Oil of maize","milk_animals",0
"Oil of palm kernel","milk_animals",0
"Oil of sesame seed","milk_animals",0
"Oil palm fruit","milk_animals",0
"Oilcrops, Cake Equivalent","milk_animals",0
"Oilcrops, Oil Equivalent","milk_animals",0
"Okra","milk_animals",0
"Olive oil","milk_animals",0
"Olives","milk_animals",0
"Onions and shallots, dry (excluding dehydrated)","milk_animals",0
"Onions and shallots, green","milk_animals",0
"Oranges","milk_animals",0
"Other beans, green","milk_animals",0
"Other berries and fruits of the genus vaccinium n.e.c.","milk_animals",0
"Other camelids","milk_animals",0
"Other citrus fruit, n.e.c.","milk_animals",0
"Other fibre crops, raw, n.e.c.","milk_animals",0
"Other fruits, n.e.c.","milk_animals",0
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","milk_animals",0
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","milk_animals",0
"Other oil seeds, n.e.c.","milk_animals",0
"Other pome fruits","milk_animals",0
"Other pulses n.e.c.","milk_animals",0
"Other rodents","milk_animals",0
"Other stimulant, spice and aromatic crops, n.e.c.","milk_animals",0
"Other stone fruits","milk_animals",0
"Other sugar crops n.e.c.","milk_animals",0
"Other tropical fruits, n.e.c.","milk_animals",0
"Other vegetables, fresh n.e.c.","milk_animals",0
"Palm kernels","milk_animals",0
"Palm oil","milk_animals",0
"Papayas","milk_animals",0
"Peaches and nectarines","milk_animals",0
"Pears","milk_animals",0
"Peas, dry","milk_animals",0
"Peas, green","milk_animals",0
"Pepper (Piper spp.), raw","milk_animals",0
"Peppermint, spearmint","milk_animals",0
"Persimmons","milk_animals",0
"Pig fat, rendered","milk_animals",0
"Pigeon peas, dry","milk_animals",0
"Pineapples","milk_animals",0
"Pistachios, in shell","milk_animals",0
"Plantains and cooking bananas","milk_animals",0
"Plums and sloes","milk_animals",0
"Pomelos and grapefruits","milk_animals",0
"Poppy seed","milk_animals",0
"Potatoes","milk_animals",0
"Poultry Birds","milk_animals",0
"Pulses, Total","milk_animals",0
"Pumpkins, squash and gourds","milk_animals",0
"Pyrethrum, dried flowers","milk_animals",0
"Quinces","milk_animals",0
"Quinoa","milk_animals",0
"Rabbits and hares","milk_animals",0
"Ramie, raw or retted","milk_animals",0
"Rape or colza seed","milk_animals",0
"Rapeseed or canola oil, crude","milk_animals",0
"Raspberries","milk_animals",0
"Raw cane or beet sugar (centrifugal only)","milk_animals",0
"Raw hides and skins of buffaloes","milk_animals",0
"Raw hides and skins of cattle","milk_animals",0
"Raw hides and skins of goats or kids","milk_animals",0
"Raw hides and skins of sheep or lambs","milk_animals",0
"Raw milk of buffalo","milk_animals",2399
"Raw milk of camel","milk_animals",2496
"Raw milk of cattle","milk_animals",12680
"Raw milk of goats","milk_animals",7484
"Raw milk of sheep","milk_animals",5729
"Raw silk (not thrown)","milk_animals",0
"Rice","milk_animals",0
"Roots and Tubers, Total","milk_animals",0
"Rye","milk_animals",0
"Safflower-seed oil, crude","milk_animals",0
"Safflower seed","milk_animals",0
"Seed cotton, unginned","milk_animals",0
"Sesame seed","milk_animals",0
"Sheep","milk_animals",0
"Sheep and Goat Meat","milk_animals",0
"Sheep and Goats","milk_animals",0
"Sheep fat, unrendered","milk_animals",0
"Shorn wool, greasy, including fleece-washed shorn wool","milk_animals",0
"Silk-worm cocoons suitable for reeling","milk_animals",0
"Sisal, raw","milk_animals",0
"Skim Milk & Buttermilk, Dry","milk_animals",0
"Skim milk and whey powder","milk_animals",0
"Skim milk of cows","milk_animals",0
"Skim milk, condensed","milk_animals",0
"Skim milk, evaporated","milk_animals",0
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","milk_animals",0
"Sorghum","milk_animals",0
"Sour cherries","milk_animals",0
"Soya bean oil","milk_animals",0
"Soya beans","milk_animals",0
"Spinach","milk_animals",0
"Strawberries","milk_animals",0
"String beans","milk_animals",0
"Sugar beet","milk_animals",0
"Sugar cane","milk_animals",0
"Sugar Crops Primary","milk_animals",0
"Sunflower-seed oil, crude","milk_animals",0
"Sunflower seed","milk_animals",0
"Sweet potatoes","milk_animals",0
"Swine / pigs","milk_animals",0
"Tallow","milk_animals",0
"Tallowtree seeds","milk_animals",0
"Tangerines, mandarins, clementines","milk_animals",0
"Taro","milk_animals",0
"Tea leaves","milk_animals",0
"Tomatoes","milk_animals",0
"Treenuts, Total","milk_animals",0
"Triticale","milk_animals",0
"True hemp, raw or retted","milk_animals",0
"Tung nuts","milk_animals",0
"Turkeys","milk_animals",0
"Unmanufactured tobacco","milk_animals",0
"Vanilla, raw","milk_animals",0
"Vegetables Primary","milk_animals",0
"Vetches","milk_animals",0
"Walnuts, in shell","milk_animals",0
"Watermelons","milk_animals",0
"Wheat","milk_animals",0
"Whey, condensed","milk_animals",0
"Whey, dry","milk_animals",0
"Whole milk powder","milk_animals",0
"Whole milk, condensed","milk_animals",0
"Whole milk, evaporated","milk_animals",0
"Wine","milk_animals",0
"Yams","milk_animals",0
"Yautia","milk_animals",0
"Yoghurt","milk_animals",0
"Abaca, manila hemp, raw","prod_popultn",0
"Agave fibres, raw, n.e.c.","prod_popultn",0
"Almonds, in shell","prod_popultn",0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","prod_popultn",0
"Apples","prod_popultn",0
"Apricots","prod_popultn",0
"Areca nuts","prod_popultn",0
"Artichokes","prod_popultn",0
"Asparagus","prod_popultn",0
"Asses","prod_popultn",0
"Avocados","prod_popultn",0
"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","prod_popultn",0
"Bambara beans, dry","prod_popultn",0
"Bananas","prod_popultn",0
"Barley","prod_popultn",0
"Beans, dry","prod_popultn",0
"Beef and Buffalo Meat, primary","prod_popultn",0
"Beer of barley, malted","prod_popultn",0
"Bees","prod_popultn",0
"Beeswax","prod_popultn",4134
"Blueberries","prod_popultn",0
"Brazil nuts, in shell","prod_popultn",0
"Broad beans and horse beans, dry","prod_popultn",0
"Broad beans and horse beans, green","prod_popultn",0
"Buckwheat","prod_popultn",0
"Buffalo","prod_popultn",0
"Buffalo fat, unrendered","prod_popultn",0
"Butter and Ghee","prod_popultn",0
"Butter and ghee of sheep milk","prod_popultn",0
"Butter of buffalo milk","prod_popultn",0
"Butter of cow milk","prod_popultn",0
"Butter of goat milk","prod_popultn",0
"Buttermilk, dry","prod_popultn",0
"Cabbages","prod_popultn",0
"Camels","prod_popultn",0
"Canary seed","prod_popultn",0
"Cantaloupes and other melons","prod_popultn",0
"Carrots and turnips","prod_popultn",0
"Cashew nuts, in shell","prod_popultn",0
"Cashewapple","prod_popultn",0
"Cassava leaves","prod_popultn",0
"Cassava, fresh","prod_popultn",0
"Castor oil seeds","prod_popultn",0
"Cattle","prod_popultn",0
"Cattle and Buffaloes","prod_popultn",0
"Cattle fat, unrendered","prod_popultn",0
"Cauliflowers and broccoli","prod_popultn",0
"Cereals n.e.c.","prod_popultn",0
"Cereals, primary","prod_popultn",0
"Cheese (All Kinds)","prod_popultn",0
"Cheese from milk of buffalo, fresh or processed","prod_popultn",0
"Cheese from milk of goats, fresh or processed","prod_popultn",0
"Cheese from milk of sheep, fresh or processed","prod_popultn",0
"Cheese from skimmed cow milk","prod_popultn",0
"Cheese from whole cow milk","prod_popultn",0
"Cherries","prod_popultn",0
"Chestnuts, in shell","prod_popultn",0
"Chick peas, dry","prod_popultn",0
"Chickens","prod_popultn",0
"Chicory roots","prod_popultn",0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","prod_popultn",0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","prod_popultn",0
"Cinnamon and cinnamon-tree flowers, raw","prod_popultn",0
"Citrus Fruit, Total","prod_popultn",0
"Cloves (whole stems), raw","prod_popultn",0
"Cocoa beans","prod_popultn",0
"Coconut oil","prod_popultn",0
"Coconuts, in shell","prod_popultn",0
"Coffee, green","prod_popultn",0
"Coir, raw","prod_popultn",0
"Cotton lint, ginned","prod_popultn",0
"Cotton seed","prod_popultn",0
"Cottonseed oil","prod_popultn",0
"Cow peas, dry","prod_popultn",0
"Cranberries","prod_popultn",0
"Cream, fresh","prod_popultn",0
"Cucumbers and gherkins","prod_popultn",0
"Currants","prod_popultn",0
"Dates","prod_popultn",0
"Ducks","prod_popultn",0
"Edible offal of buffalo, fresh, chilled or frozen","prod_popultn",0
"Edible offal of cattle, fresh, chilled or frozen","prod_popultn",0
"Edible offal of goat, fresh, chilled or frozen","prod_popultn",0
"Edible offal of pigs, fresh, chilled or frozen","prod_popultn",0
"Edible offal of sheep, fresh, chilled or frozen","prod_popultn",0
"Edible offals of camels and other camelids, fresh, chilled or frozen","prod_popultn",0
"Edible offals of horses and other equines,  fresh, chilled or frozen","prod_popultn",0
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","prod_popultn",0
"Eggplants (aubergines)","prod_popultn",0
"Eggs from other birds in shell, fresh, n.e.c.","prod_popultn",0
"Eggs Primary","prod_popultn",0
"Evaporated & Condensed Milk","prod_popultn",0
"Fat of camels","prod_popultn",0
"Fat of pigs","prod_popultn",0
"Fibre Crops, Fibre Equivalent","prod_popultn",0
"Figs","prod_popultn",0
"Flax, processed but not spun","prod_popultn",0
"Fonio","prod_popultn",0
"Fruit Primary","prod_popultn",0
"Game meat, fresh, chilled or frozen","prod_popultn",0
"Geese","prod_popultn",0
"Ghee from buffalo milk","prod_popultn",0
"Ghee from cow milk","prod_popultn",0
"Ginger, raw","prod_popultn",0
"Goat fat, unrendered","prod_popultn",0
"Goats","prod_popultn",0
"Gooseberries","prod_popultn",0
"Grapes","prod_popultn",0
"Green corn (maize)","prod_popultn",0
"Green garlic","prod_popultn",0
"Green tea (not fermented), black tea (fermented) and partly fermented tea","prod_popultn",0
"Groundnut oil","prod_popultn",0
"Groundnuts, excluding shelled","prod_popultn",0
"Hazelnuts, in shell","prod_popultn",0
"Hempseed","prod_popultn",0
"Hen eggs in shell, fresh","prod_popultn",0
"Hop cones","prod_popultn",0
"Horse meat, fresh or chilled","prod_popultn",0
"Horses","prod_popultn",0
"Jojoba seeds","prod_popultn",0
"Jute, raw or retted","prod_popultn",0
"Kapok fibre, raw","prod_popultn",0
"Kapok fruit","prod_popultn",0
"Kapokseed in shell","prod_popultn",0
"Karite nuts (sheanuts)","prod_popultn",0
"Kenaf, and other textile bast fibres, raw or retted","prod_popultn",0
"Kiwi fruit","prod_popultn",0
"Kola nuts","prod_popultn",0
"Leeks and other alliaceous vegetables","prod_popultn",0
"Lemons and limes","prod_popultn",0
"Lentils, dry","prod_popultn",0
"Lettuce and chicory","prod_popultn",0
"Linseed","prod_popultn",0
"Locust beans (carobs)","prod_popultn",0
"Lupins","prod_popultn",0
"Maize (corn)","prod_popultn",0
"Mangoes, guavas and mangosteens","prod_popultn",0
"Margarine and shortening","prod_popultn",0
"Maté leaves","prod_popultn",0
"Meat of asses, fresh or chilled","prod_popultn",0
"Meat of buffalo, fresh or chilled","prod_popultn",0
"Meat of camels, fresh or chilled","prod_popultn",0
"Meat of cattle with the bone, fresh or chilled","prod_popultn",0
"Meat of chickens, fresh or chilled","prod_popultn",0
"Meat of ducks, fresh or chilled","prod_popultn",0
"Meat of geese, fresh or chilled","prod_popultn",0
"Meat of goat, fresh or chilled","prod_popultn",0
"Meat of mules, fresh or chilled","prod_popultn",0
"Meat of other domestic camelids, fresh or chilled","prod_popultn",0
"Meat of other domestic rodents, fresh or chilled","prod_popultn",0
"Meat of pig with the bone, fresh or chilled","prod_popultn",0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","prod_popultn",0
"Meat of rabbits and hares, fresh or chilled","prod_popultn",0
"Meat of sheep, fresh or chilled","prod_popultn",0
"Meat of turkeys, fresh or chilled","prod_popultn",0
"Meat, Poultry","prod_popultn",0
"Meat, Total","prod_popultn",0
"Melonseed","prod_popultn",0
"Milk, Total","prod_popultn",0
"Millet","prod_popultn",0
"Mixed grain","prod_popultn",0
"Molasses","prod_popultn",0
"Mules and hinnies","prod_popultn",0
"Mushrooms and truffles","prod_popultn",0
"Mustard seed","prod_popultn",0
"Natural honey","prod_popultn",3826
"Natural rubber in primary forms","prod_popultn",0
"Nutmeg, mace, cardamoms, raw","prod_popultn",0
"Oats","prod_popultn",0
"Oil of linseed","prod_popultn",0
"Oil of maize","prod_popultn",0
"Oil of palm kernel","prod_popultn",0
"Oil of sesame seed","prod_popultn",0
"Oil palm fruit","prod_popultn",0
"Oilcrops, Cake Equivalent","prod_popultn",0
"Oilcrops, Oil Equivalent","prod_popultn",0
"Okra","prod_popultn",0
"Olive oil","prod_popultn",0
"Olives","prod_popultn",0
"Onions and shallots, dry (excluding dehydrated)","prod_popultn",0
"Onions and shallots, green","prod_popultn",0
"Oranges","prod_popultn",0
"Other beans, green","prod_popultn",0
"Other berries and fruits of the genus vaccinium n.e.c.","prod_popultn",0
"Other camelids","prod_popultn",0
"Other citrus fruit, n.e.c.","prod_popultn",0
"Other fibre crops, raw, n.e.c.","prod_popultn",0
"Other fruits, n.e.c.","prod_popultn",0
"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","prod_popultn",0
"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","prod_popultn",0
"Other oil seeds, n.e.c.","prod_popultn",0
"Other pome fruits","prod_popultn",0
"Other pulses n.e.c.","prod_popultn",0
"Other rodents","prod_popultn",0
"Other stimulant, spice and aromatic crops, n.e.c.","prod_popultn",0
"Other stone fruits","prod_popultn",0
"Other sugar crops n.e.c.","prod_popultn",0
"Other tropical fruits, n.e.c.","prod_popultn",0
"Other vegetables, fresh n.e.c.","prod_popultn",0
"Palm kernels","prod_popultn",0
"Palm oil","prod_popultn",0
"Papayas","prod_popultn",0
"Peaches and nectarines","prod_popultn",0
"Pears","prod_popultn",0
"Peas, dry","prod_popultn",0
"Peas, green","prod_popultn",0
"Pepper (Piper spp.), raw","prod_popultn",0
"Peppermint, spearmint","prod_popultn",0
"Persimmons","prod_popultn",0
"Pig fat, rendered","prod_popultn",0
"Pigeon peas, dry","prod_popultn",0
"Pineapples","prod_popultn",0
"Pistachios, in shell","prod_popultn",0
"Plantains and cooking bananas","prod_popultn",0
"Plums and sloes","prod_popultn",0
"Pomelos and grapefruits","prod_popultn",0
"Poppy seed","prod_popultn",0
"Potatoes","prod_popultn",0
"Poultry Birds","prod_popultn",0
"Pulses, Total","prod_popultn",0
"Pumpkins, squash and gourds","prod_popultn",0
"Pyrethrum, dried flowers","prod_popultn",0
"Quinces","prod_popultn",0
"Quinoa","prod_popultn",0
"Rabbits and hares","prod_popultn",0
"Ramie, raw or retted","prod_popultn",0
"Rape or colza seed","prod_popultn",0
"Rapeseed or canola oil, crude","prod_popultn",0
"Raspberries","prod_popultn",0
"Raw cane or beet sugar (centrifugal only)","prod_popultn",0
"Raw hides and skins of buffaloes","prod_popultn",0
"Raw hides and skins of cattle","prod_popultn",0
"Raw hides and skins of goats or kids","prod_popultn",0
"Raw hides and skins of sheep or lambs","prod_popultn",0
"Raw milk of buffalo","prod_popultn",0
"Raw milk of camel","prod_popultn",0
"Raw milk of cattle","prod_popultn",0
"Raw milk of goats","prod_popultn",0
"Raw milk of sheep","prod_popultn",0
"Raw silk (not thrown)","prod_popultn",0
"Rice","prod_popultn",0
"Roots and Tubers, Total","prod_popultn",0
"Rye","prod_popultn",0
"Safflower-seed oil, crude","prod_popultn",0
"Safflower seed","prod_popultn",0
"Seed cotton, unginned","prod_popultn",0
"Sesame seed","prod_popultn",0
"Sheep","prod_popultn",0
"Sheep and Goat Meat","prod_popultn",0
"Sheep and Goats","prod_popultn",0
"Sheep fat, unrendered","prod_popultn",0
"Shorn wool, greasy, including fleece-washed shorn wool","prod_popultn",0
"Silk-worm cocoons suitable for reeling","prod_popultn",0
"Sisal, raw","prod_popultn",0
"Skim Milk & Buttermilk, Dry","prod_popultn",0
"Skim milk and whey powder","prod_popultn",0
"Skim milk of cows","prod_popultn",0
"Skim milk, condensed","prod_popultn",0
"Skim milk, evaporated","prod_popultn",0
"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","prod_popultn",0
"Sorghum","prod_popultn",0
"Sour cherries","prod_popultn",0
"Soya bean oil","prod_popultn",0
"Soya beans","prod_popultn",0
"Spinach","prod_popultn",0
"Strawberries","prod_popultn",0
"String beans","prod_popultn",0
"Sugar beet","prod_popultn",0
"Sugar cane","prod_popultn",0
"Sugar Crops Primary","prod_popultn",0
"Sunflower-seed oil, crude","prod_popultn",0
"Sunflower seed","prod_popultn",0
"Sweet potatoes","prod_popultn",0
"Swine / pigs","prod_popultn",0
"Tallow","prod_popultn",0
"Tallowtree seeds","prod_popultn",0
"Tangerines, mandarins, clementines","prod_popultn",0
"Taro","prod_popultn",0
"Tea leaves","prod_popultn",0
"Tomatoes","prod_popultn",0
"Treenuts, Total","prod_popultn",0
"Triticale","prod_popultn",0
"True hemp, raw or retted","prod_popultn",0
"Tung nuts","prod_popultn",0
"Turkeys","prod_popultn",0
"Unmanufactured tobacco","prod_popultn",0
"Vanilla, raw","prod_popultn",0
"Vegetables Primary","prod_popultn",0
"Vetches","prod_popultn",0
"Walnuts, in shell","prod_popultn",0
"Watermelons","prod_popultn",0
"Wheat","prod_popultn",0
"Whey, condensed","prod_popultn",0
"Whey, dry","prod_popultn",0
"Whole milk powder","prod_popultn",0
"Whole milk, condensed","prod_popultn",0
"Whole milk, evaporated","prod_popultn",0
"Wine","prod_popultn",0
"Yams","prod_popultn",0
"Yautia","prod_popultn",0
"Yoghurt","prod_popultn",0
"Abaca, manila hemp, raw","producing_animals_slaughtered",0
"Agave fibres, raw, n.e.c.","producing_animals_slaughtered",0
"Almonds, in shell","producing_animals_slaughtered",0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","producing_animals_slaughtered",0
"Apples","producing_animals_slaughtered",0
"Apricots","producing_animals_slaughtered",0
"Areca nuts","producing_animals_slaughtered",0
"Artichokes","producing_animals_slaughtered",0
"Asparagus","producing_animals_slaughtered",0
"Asses","producing_animals_slaughtered",0
"Avocados","producing_animals_slaughtered",0
"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","producing_animals_slaughtered",0
"Bambara beans, dry","producing_animals_slaughtered",0
"Bananas","producing_animals_slaughtered",0
"Barley","producing_animals_slaughtered",0
"Beans, dry","producing_animals_slaughtered",0
"Beef and Buffalo Meat, primary","producing_animals_slaughtered",13209
"Beer of barley, malted","producing_animals_slaughtered",0
"Bees","producing_animals_slaughtered",0
"Beeswax","producing_animals_slaughtered",0
"Blueberries","producing_animals_slaughtered",0
"Brazil nuts, in shell","producing_animals_slaughtered",0
"Broad beans and horse beans, dry","producing_animals_slaughtered",0
"Broad beans and horse beans, green","producing_animals_slaughtered",0
"Buckwheat","producing_animals_slaughtered",0
"Buffalo","producing_animals_slaughtered",0
"Buffalo fat, unrendered","producing_animals_slaughtered",1535
"Butter and Ghee","producing_animals_slaughtered",0
"Butter and ghee of sheep milk","producing_animals_slaughtered",0
"Butter of buffalo milk","producing_animals_slaughtered",0
"Butter of cow milk","producing_animals_slaughtered",0
"Butter of goat milk","producing_animals_slaughtered",0
"Buttermilk, dry","producing_animals_slaughtered",0
"Cabbages","producing_animals_slaughtered",0
"Camels","producing_animals_slaughtered",0
"Canary seed","producing_animals_slaughtered",0
"Cantaloupes and other melons","producing_animals_slaughtered",0
"Carrots and turnips","producing_animals_slaughtered",0
"Cashew nuts, in shell","producing_animals_slaughtered",0
"Cashewapple","producing_animals_slaughtered",0
"Cassava leaves","producing_animals_slaughtered",0
"Cassava, fresh","producing_animals_slaughtered",0
"Castor oil seeds","producing_animals_slaughtered",0
"Cattle","producing_animals_slaughtered",0
"Cattle and Buffaloes","producing_animals_slaughtered",0
"Cattle fat, unrendered","producing_animals_slaughtered",7033
"Cauliflowers and broccoli","producing_animals_slaughtered",0
"Cereals n.e.c.","producing_animals_slaughtered",0
"Cereals, primary","producing_animals_slaughtered",0
"Cheese (All Kinds)","producing_animals_slaughtered",0
"Cheese from milk of buffalo, fresh or processed","producing_animals_slaughtered",0
"Cheese from milk of goats, fresh or processed","producing_animals_slaughtered",0
"Cheese from milk of sheep, fresh or processed","producing_animals_slaughtered",0
"Cheese from skimmed cow milk","producing_animals_slaughtered",0
"Cheese from whole cow milk","producing_animals_slaughtered",0
"Cherries","producing_animals_slaughtered",0
"Chestnuts, in shell","producing_animals_slaughtered",0
"Chick peas, dry","producing_animals_slaughtered",0
"Chickens","producing_animals_slaughtered",0
"Chicory roots","producing_animals_slaughtered",0
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","producing_animals_slaughtered",0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","producing_animals_slaughtered",0
"Cinnamon and cinnamon-tree flowers, raw","producing_animals_slaughtered",0
"Citrus Fruit, Total","producing_animals_slaughtered",0
"Cloves (whole stems), raw","producing_animals_slaughtered",0
"Cocoa beans","producing_animals_slaughtered",0
"Coconut oil","producing_animals_slaughtered",0
"Coconuts, in shell","producing_animals_slaughtered",0
"Coffee, green","producing_animals_slaughtered",0
"Coir, raw","producing_animals_slaughtered",0
"Cotton lint, ginned","producing_animals_slaughtered",0
"Cotton seed","producing_animals_slaughtered",0
"Cottonseed oil","producing_animals_slaughtered",0
"Cow peas, dry","producing_animals_slaughtered",0
"Cranberries","producing_animals_slaughtered",0
"Cream, fresh","producing_animals_slaughtered",0
"Cucumbers and gherkins","producing_animals_slaughtered",0
"Currants","producing_animals_slaughtered",0
"Dates","producing_animals_slaughtered",0
"Ducks","producing_animals_slaughtered",0
"Edible offal of buffalo, fresh, chilled or frozen","producing_animals_slaughtered",1535
"Edible offal of cattle, fresh, chilled or frozen","producing_animals_slaughtered",7033
"Edible offal of goat, fresh, chilled or frozen","producing_animals_slaughtered",6458
"Edible offal of pigs, fresh, chilled or frozen","producing_animals_slaughtered",6560
"Edible offal of sheep, fresh, chilled or frozen","producing_animals_slaughtered",6599
"Edible offals of camels and other camelids, fresh, chilled or frozen","producing_animals_slaughtered",1721
"Edible offals of horses and other equines,  fresh, chilled or frozen","producing_animals_slaughtered",3342
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","producing_animals_slaughtered",0
"Eggplants (aubergines)","producing_animals_slaughtered",0
"Eggs from other birds in shell, fresh, n.e.c.","producing_animals_slaughtered",0
"Eggs Primary","producing_animals_slaughtered",0
"Evaporated & Condensed Milk","producing_animals_slaughtered",0
"Fat of camels","producing_animals_slaughtered",1721
"Fat of pigs","producing_animals_slaughtered",6560
"Fibre Crops, Fibre Equivalent","producing_animals_slaughtered",0
"Figs","producing_animals_slaughtered",0
"Flax, processed but not spun","producing_animals_slaughtered",0
"Fonio","producing_animals_slaughtered",0
"Fruit Primary","producing_animals_slaughtered",0
"Game meat, fresh, chilled or frozen","producing_animals_slaughtered",294
"Geese","producing_animals_slaughtered",0
"Ghee from buffalo milk","producing_animals_slaughtered",0
"Ghee from cow milk","producing_animals_slaughtered",0
"Ginger, raw","producing_animals_slaughtered",0
"Goat fat, unrendered","producing_animals_slaughtered",6458
"Goats","producing_animals_slaughtered",0
"Gooseberries","producing_animals_slaughtered",0
"Grapes","producing_animals_slaughtered",0
"Green corn (maize)","producing_animals_slaughtered",0
"Green garlic","producing_animals_slaughtered",0
"Green tea (not fermented), black tea (fermented) and partly fermented tea","producing_animals_slaughtered",0
"Groundnut oil","producing_animals_slaughtered",0
"Groundnuts, excluding shelled","producing_animals_slaughtered",0
"Hazelnuts, in shell","producing_animals_slaughtered",0
"Hempseed","producing_animals_slaughtered",0
"Hen eggs in shell, fresh","producing_animals_slaughtered",0
"Hop cones","producing_animals_slaughtered",0
"Horse meat, fresh or chilled","producing_animals_slaughtered",6223
"Horses","producing_animals_slaughtered",0
"Jojoba seeds","producing_animals_slaughtered",0
"Jute, raw or retted","producing_animals_slaughtered",0
"Kapok fibre, raw","producing_animals_slaughtered",0
"Kapok fruit","producing_animals_slaughtered",0
"Kapokseed in shell","producing_animals_slaughtered",0
"Karite nuts (sheanuts)","producing_animals_slaughtered",0
"Kenaf, and other textile bast fibres, raw or retted","producing_animals_slaughtered",0
"Kiwi fruit","producing_animals_slaughtered",0
"Kola nuts","producing_animals_slaughtered",0
"Leeks and other alliaceous vegetables","producing_animals_slaughtered",0
"Lemons and limes","producing_animals_slaughtered",0
"Lentils, dry","producing_animals_slaughtered",0
"Lettuce and chicory","producing_animals_slaughtered",0
"Linseed","producing_animals_slaughtered",0
"Locust beans (carobs)","producing_animals_slaughtered",0
"Lupins","producing_animals_slaughtered",0
"Maize (corn)","producing_animals_slaughtered",0
"Mangoes, guavas and mangosteens","producing_animals_slaughtered",0
"Margarine and shortening","producing_animals_slaughtered",0
"Maté leaves","producing_animals_slaughtered",0
"Meat of asses, fresh or chilled","producing_animals_slaughtered",1357
"Meat of buffalo, fresh or chilled","producing_animals_slaughtered",2911
"Meat of camels, fresh or chilled","producing_animals_slaughtered",3133
"Meat of cattle with the bone, fresh or chilled","producing_animals_slaughtered",13183
"Meat of chickens, fresh or chilled","producing_animals_slaughtered",13360
"Meat of ducks, fresh or chilled","producing_animals_slaughtered",6598
"Meat of geese, fresh or chilled","producing_animals_slaughtered",4051
"Meat of goat, fresh or chilled","producing_animals_slaughtered",12011
"Meat of mules, fresh or chilled","producing_animals_slaughtered",549
"Meat of other domestic camelids, fresh or chilled","producing_animals_slaughtered",427
"Meat of other domestic rodents, fresh or chilled","producing_animals_slaughtered",427
"Meat of pig with the bone, fresh or chilled","producing_animals_slaughtered",12320
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","producing_animals_slaughtered",1280
"Meat of rabbits and hares, fresh or chilled","producing_animals_slaughtered",4539
"Meat of sheep, fresh or chilled","producing_animals_slaughtered",12330
"Meat of turkeys, fresh or chilled","producing_animals_slaughtered",5526
"Meat, Poultry","producing_animals_slaughtered",13338
"Meat, Total","producing_animals_slaughtered",0
"Melonseed","producing_animals_slaughtered",0
"Milk, Total","producing_animals_slaughtered",0
"Millet","producing_animals_slaughtered",0
"Mixed grain","producing_animals_slaughtered",0
"Molasses","producing_animals_slaughtered",0
